Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2018,12/13/2017 3:05,59000,United Kingdom,bd6 3yq,Microsoft SQL Server,22,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,33,Not Asked,2,Not Asked,300,Associates (2 years),N/A,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Meetings & management, Projects",1
2018,12/13/2017 3:11,38000,Russia,,Microsoft SQL Server,7,"Oracle, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,6,Not Asked,2,Not Asked,50,Masters,Yes,"Yes, and they're currently valid",48,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Meetings & management, Projects",1
2018,12/13/2017 3:20,69392,United Kingdom,NE15,Microsoft SQL Server,17,,Full time employee,Developer: T-SQL,Yes,5,Not Asked,1,Not Asked,20,Bachelors (4 years),No,"Yes, and they're currently valid",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 3:24,85000,United Kingdom,SE19SG,Microsoft SQL Server,18,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Teradata, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,2,Not Asked,None,Not Asked,20,None (no degree completed),N/A,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 3:24,55000,United Kingdom,tn11en,Microsoft SQL Server,10,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,6,Not Asked,1,Not Asked,132,Bachelors (4 years),Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,12/13/2017 3:26,40000,United Kingdom,,Microsoft SQL Server,6,Oracle,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,2,Not Asked,85,None (no degree completed),N/A,"No, I never have",37,3,Not Asked,Local government,No,"Stay with the same role, but change employers",Female,,"Build scripts & automation tools, Manual tasks",1
2018,12/13/2017 3:26,98000,United Kingdom,,Microsoft SQL Server,7,"Microsoft SQL Server, Microsoft Access, SQLite, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,None,Not Asked,8,None (no degree completed),Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,12/13/2017 3:27,131000,Ireland,,Microsoft SQL Server,12,,Full time employee,Manager,Yes,20,Not Asked,None,Not Asked,10,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)","Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 3:29,82000,Switzerland,1250,Microsoft SQL Server,4,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,4,Not Asked,50,Masters,Yes,"No, I never have",40,1,Not Asked,Private business,No,"Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 3:34,73000,United Kingdom,SA1,Microsoft SQL Server,23,Microsoft SQL Server,Full time employee,Architect,No,10,Not Asked,None,Not Asked,300,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,State/province government,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Meetings & management, Projects, R&D",1
2018,12/13/2017 3:48,40000,United Kingdom,CH52DL,Microsoft SQL Server,5,,Full time employee,Analyst,No,5,Not Asked,1,Not Asked,200,None (no degree completed),N/A,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same role, but change employers",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Projects",1
2018,12/13/2017 3:52,51037,United Kingdom,BS24,Microsoft SQL Server,10,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",38,1,Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2018,12/13/2017 3:53,42700,United Kingdom,HP4 1AD,Microsoft SQL Server,8,,Full time employee,Developer: T-SQL,No,8,Not Asked,None,Not Asked,3,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects",1
2018,12/13/2017 4:01,35000,South Africa,,Microsoft SQL Server,12,"PostgreSQL, Microsoft Access, Teradata, Netezza","Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,Not Asked,3,Not Asked,27,Associates (2 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Manual tasks, Meetings & management, On-call 24/7/365, R&D",1
2018,12/13/2017 4:11,53000,United Kingdom,,Oracle,10,"Microsoft SQL Server, Oracle, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,1,Not Asked,50,None (no degree completed),N/A,"No, I never have",37,1,Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)",Change both employers and roles,Male,,Build scripts & automation tools,1
2018,12/13/2017 4:47,84000,Netherlands,1097aj,Microsoft SQL Server,6,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,18,Not Asked,4,Not Asked,12,Associates (2 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 4:55,137000,United States,21014,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,1,Not Asked,40,Associates (2 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,State/province government,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2018,12/13/2017 5:01,76000,United Kingdom,BH10,Microsoft SQL Server,17,"Microsoft SQL Server, Microsoft Access, Informix - but it's crap",Full time employee,Manager,Yes,10,Not Asked,None,Not Asked,20,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,12/13/2017 5:19,53000,United Kingdom,IP142NU,Microsoft SQL Server,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB, Amazon RDS (any flavor), Neo4j",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,3,Not Asked,1,Not Asked,200,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,1,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/13/2017 5:22,35000,Poland,,Oracle,15,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,Not Asked,4,Not Asked,70,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 5:27,62100,Sweden,,Microsoft SQL Server,10,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,Not Asked,1,Not Asked,15,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, actively looking for something else",Change both employers and roles,Female,Developer: T-SQL,Build scripts & automation tools,1
2018,12/13/2017 5:40,95000,United Kingdom,SE18 6TG,Microsoft SQL Server,14,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Redis, Teradata, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,3,Not Asked,3,Not Asked,2000,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,12/13/2017 5:41,200000,India,,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,2,Not Asked,60,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation",1
2018,12/13/2017 5:54,110000,Ireland,Dublin,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB",Full time employee,Architect,Yes,4,Not Asked,None,Not Asked,25,Masters,No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2018,12/13/2017 6:03,71500,United States,44114,Microsoft SQL Server,10,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,Not Asked,1,Not Asked,16,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,State/province government,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Projects",1
2018,12/13/2017 6:25,110000,United States,23464,Microsoft SQL Server,18,"Oracle, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,16,Not Asked,4,Not Asked,231,Bachelors (4 years),No,"Yes, but they expired",50,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 6:26,76000,United States,15213,Microsoft SQL Server,5,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,More than 5,Not Asked,700,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation",1
2018,12/13/2017 6:29,72000,Germany,220,Microsoft SQL Server,16,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,3,Not Asked,None,Not Asked,6,Masters,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Projects",1
2018,12/13/2017 6:33,57417,United Kingdom,NN1 1DE,Microsoft SQL Server,10,"Oracle, PostgreSQL, Progress OpenEdge, Ingress",Full time employee,Manager,Yes,8,Not Asked,None,Not Asked,35,None (no degree completed),N/A,"No, I never have",40,1,Not Asked,Local government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Data Scientist, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 6:40,135000,United States,27703,Microsoft SQL Server,11,"PostgreSQL, Redis, Elasticsearch, Hadoop",Full time employee,Manager,Yes,1,Not Asked,3,Not Asked,250,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Meetings & management, Projects, R&D, Training/teaching",1
2018,12/13/2017 6:45,72000,Norway,5916,Microsoft SQL Server,17,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,Not Asked,None,Not Asked,60,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,12/13/2017 6:48,72000,United States,1248,Microsoft SQL Server,8,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Manager,Yes,5,Not Asked,3,Not Asked,400,Masters,Yes,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,Analyst,"Manual tasks, Meetings & management, Projects, Training/teaching",1
2018,12/13/2017 7:10,33388,United Kingdom,LS22,Microsoft SQL Server,3,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,1,Not Asked,25,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,12/13/2017 7:22,86000,Germany,,Microsoft SQL Server,11,"PostgreSQL, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,Not Asked,1,Not Asked,300,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 7:25,130000,United States,55025,Microsoft SQL Server,17,MySQL/MariaDB,Full time employee,Architect,No,2,Not Asked,None,Not Asked,800,Bachelors (4 years),Yes,"No, I never have",40,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, Projects",1
2018,12/13/2017 7:36,81000,Sweden,,Microsoft SQL Server,7,,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,Not Asked,5,Not Asked,200,Associates (2 years),No,"Yes, and they're currently valid",40,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Projects, Training/teaching",1
2018,12/13/2017 7:41,105000,United States,60067,Microsoft SQL Server,20,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,0,Not Asked,1,Not Asked,50,Bachelors (4 years),No,"Yes, and they're currently valid",45,4,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2018,12/13/2017 7:42,80000,Germany,,Microsoft SQL Server,15,"MySQL/MariaDB, Azure SQL DB",Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,17,Not Asked,4,Not Asked,100,None (no degree completed),N/A,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer,  but change roles",Prefer not to say,,"Build scripts & automation tools, Projects, Training/teaching",1
2018,12/13/2017 7:45,22500,Hungary,1103,Microsoft SQL Server,3,,Full time employee,"Developer: App code (C#, JS, etc)",Yes,4,Not Asked,1,Not Asked,1,Associates (2 years),No,"No, I never have",43,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management",1
2018,12/13/2017 7:49,115000,United States,DC,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,4,Not Asked,More than 5,Not Asked,1000,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 7:56,59964,Ireland,D01 F867,Microsoft SQL Server,7,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,None,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 7:57,94500,United Kingdom,EC1A,Microsoft SQL Server,18,Amazon RDS (any flavor),Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,18,Not Asked,2,Not Asked,580,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Build scripts & automation tools,1
2018,12/13/2017 8:02,114000,United States,60606,Microsoft SQL Server,12,Vertica,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,15,Not Asked,2,Not Asked,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects",1
2018,12/13/2017 8:06,150000,United States,2129,Microsoft SQL Server,7,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,2,Not Asked,20,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
2018,12/13/2017 8:15,75000,United Kingdom,bs1,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,3,Not Asked,2,Not Asked,5,Bachelors (4 years),Yes,"Yes, but they expired",37,1,Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/13/2017 8:29,70000,United States,53711,Microsoft SQL Server,9,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,9,Not Asked,2,Not Asked,50,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,12/13/2017 8:36,38000,United Kingdom,s1,Microsoft SQL Server,8,MySQL/MariaDB,Full time employee,Engineer,No,4,Not Asked,None,Not Asked,18,Masters,Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Manual tasks, Projects, R&D",1
2018,12/13/2017 8:44,85000,United States,2210,Microsoft SQL Server,6,MySQL/MariaDB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,None,Not Asked,10,None (no degree completed),N/A,"No, I never have",45,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D",1
2018,12/13/2017 8:46,124000,United States,30047,DB2,28,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,Not Asked,3,Not Asked,137,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching",1
2018,12/13/2017 9:02,106000,United States,30339,Microsoft SQL Server,8,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,26,Not Asked,None,Not Asked,15,Bachelors (4 years),No,"No, I never have",41,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",,1
2018,12/13/2017 9:02,85000,United States,62701,Microsoft SQL Server,3,"MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,25,Not Asked,1,Not Asked,80,Bachelors (4 years),Yes,"Yes, but they expired",42,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer,  but change roles",Male,Engineer,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 9:06,160000,United States,22102,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Elasticsearch",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,2,Not Asked,100,None (no degree completed),N/A,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D",1
2018,12/13/2017 9:14,113000,United States,33004,Microsoft SQL Server,12,"MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB",Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,None,Not Asked,6,Doctorate/PhD,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",Projects,1
2018,12/13/2017 9:15,102456,United States,55101,Microsoft SQL Server,15,"Microsoft Access, Salesforce",Full time employee,Analyst,No,6,Not Asked,2,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",38,1,Not Asked,Non-profit,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
2018,12/13/2017 9:25,48125,United Kingdom,CW,Microsoft SQL Server,12,"Microsoft SQL Server, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,8,Not Asked,1,Not Asked,4,Bachelors (4 years),No,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)",Prefer not to say,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/13/2017 9:41,137500,United States,77068,Microsoft SQL Server,15,"Oracle, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,Not Asked,None,Not Asked,150,Bachelors (4 years),No,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,12/13/2017 9:45,46000,Poland,,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,5,Not Asked,20,Masters,Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,12/13/2017 9:54,98000,United States,,Microsoft SQL Server,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, DB2, SQLite",Full time employee,Architect,No,6,Not Asked,1,Not Asked,10,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/13/2017 9:58,100000,Switzerland,,Microsoft SQL Server,10,,Full time employee,Architect,No,10,Not Asked,3,Not Asked,7,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL","Meetings & management, Projects",1
